job-title,job-description-html,job-location,job-salary,job-url,job-type
"
      Ingénieur sécurité cloud azure / Palo alto
    ","<p><strong>Responsabilités :</strong></p><ul><li><p>Participer à l'évolution des technologies de filtrage dans le cloud hybride, notamment avec IBM et/ou Azure, en tant qu'expert en conception de filtrage réseau.</p></li><li><p>Mettre en place des automatisations pour l'architecture réseau-sécurité dans le cloud hybride, en utilisant des outils d'orchestration tels que Terraform, des API Python, etc.</p></li><li><p>Développer des solutions tout en respectant les exigences de sécurité.</p></li><li><p>Réaliser des POC et tester les solutions éditeurs pour le filtrage dans le cloud, incluant les politiques réseau K8S, Calico, Security Groups, CBR, ACL, entre autres.</p></li><li><p>Proposer des solutions techniques pour répondre aux besoins de filtrage réseau.</p></li><li><p>Collaborer avec les équipes de développement en fournissant des expressions de besoin, en challengant les solutions techniques et en respectant les délais.</p></li><li><p>Définir et proposer des stratégies d'évolution des normes de filtrage et de segmentation réseau, en assurant leur mise en place dans notre cloud IBM comprenant IAAS, PAAS, KAAS.</p></li><li><p>Identifier les risques opérationnels, techniques et de sécurité dans les solutions proposées.</p></li></ul><p><strong>Compétences attendues :</strong></p><ul><li><p>Bonne connaissance des principes de sécurité informatique.</p></li><li><p>Bonne connaissance des bonnes pratiques du cloud.</p></li><li><p>Très bonne maîtrise des architectures Kubernetes/OpenShift, notamment en ce qui concerne le filtrage via Security Groups, Network Policies, Global Policies, illumio, Calico, Overlay.</p></li><li><p>Très bonnes compétences en outils d'orchestration et d'automatisation pour proposer des solutions techniques, tels que Terraform, Ansible, API REST, etc.</p></li><li><p>Très bonne connaissance des technologies de filtrage réseau, incluant les pare-feux, la micro-segmentation, les solutions de filtrage cloud.</p></li><li><p>Expérience en production, avec une sensibilisation aux problématiques opérationnelles et une connaissance des processus ITIL.</p></li><li><p>Compétences rédactionnelles, capacité de vulgarisation, excellente communication, capacité à appliquer ses connaissances techniques pour répondre à un cas d'utilisation, capacité à diriger un projet et à impliquer les parties prenantes opérationnelles et de gouvernance sécurité.</p></li></ul><p></p><p>L'ingénieur sécurité / Cloud Azure rejoindra l'équipe Build, principalement dédiée aux activités de construction et de développement, avec une implication de 90% dans le build et 10% dans les opérations (Niveau 3 de l'équipe Run).</p>","Montreuil, Île-de-France",320-600 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-devops/job-mission/ingenieur-securite-cloud-azure-2,"
      Freelance
    "
"
      Ingénieur SIEM 
    ","<p>En tant que membre de l'équipe projet, vous travaillerez aux côtés du chef de projet ESS, de l'architecte cybersécurité référent et des analystes SOC/CSIRT pour atteindre les objectifs suivants :</p><ul><li><p>Spécifier et déployer en production les forwarders Google Chronicle, en mettant l'accent sur la scalabilité et la maintenabilité de l'infrastructure, idéalement sur une base Openshift.</p></li><li><p>Étudier le contenu du SIEM existant (Qradar) afin de concevoir une stratégie efficace de collecte des données.</p></li><li><p>Configurer les forwarders de logs / les APIs Chronicle et soutenir le processus de configuration des sources de logs pour l'intégration des données de sécurité dans le nouveau SIEM.</p></li><li><p>Élaborer les procédures de connexion des nouvelles sources de logs au SIEM en mode opérationnel (RUN) et former le personnel côté exploitation.</p></li><li><p></p></li></ul><ul><li><p>Spécifier et déployer en production les forwarders Google Chronicle, en mettant l'accent sur la scalabilité et la maintenabilité de l'infrastructure, idéalement sur une base Openshift.</p></li><li><p>Étudier le contenu du SIEM existant (Qradar) afin de concevoir une stratégie efficace de collecte des données.</p><p>sources de logs pour l'intégration des données de sécurité dans le nouveau SIEM.</p></li><li><p>Élaborer les procédures de connexion des nouvelles sources de logs au SIEM en mode opérationnel (RUN) et former le personnel côté exploitation.</p></li></ul><ul><li><p>Spécifier et déployer en production les forwarders Google Chronicle, en mettant l'accent sur la scalabilité et la maintenabilité de l'infrastructure, idéalement sur une base Openshift.</p></li><li><p>Étudier le contenu du SIEM existant (Qradar) afin de concevoir une stratégie efficace de collecte des données.</p><p>sources de logs pour l'intégration des données de sécurité dans le nouveau SIEM.</p></li><li><p>Élaborer les procédures de connexion des nouvelles sources de logs au SIEM en mode opérationnel (RUN) et former le personnel côté exploitation.</p></li></ul><p>Openshift ,Data processing ,SIEM ,Log management ,Architecture technique</p>","Île-de-France, France",100-580 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur/job-mission/ingenieur-siem,"
      Freelance
     
      CDI
     
      CDD
    "
"
      Analyste SOC Marseille
    ","<p>Participer à la construction du service :</p><p> </p><p>• Prendre en main les solutions techniques XDR et SIEM (d'un point de vue administration et exploitation) ;</p><p>• Éprouver et construire des processus concernant les outils et l'exploitation du service ;</p><p>• Développer des connecteurs pour interfacer les solutions de détection avec nos outils internes. Exploiter le service :</p><p> </p><p>• Faire de la prévention en amont envers les clients ;</p><p>• Prendre en charge les alertes de sécurité provenant des solutions de détection ;</p><p>• Qualifier, analyser et notifier les clients des incidents de sécurité potentiels ;</p><p>• Maintenir les solutions de détection fonctionnelles ;</p><p>• Améliorer la qualité de détection pour les clients ;</p><p>• L’orientation des équipes techniques clients par rapport aux palliatifs et aux correctifs à mettre en œuvre. Ceci va garantir la sécurité du système informatique de l’entreprise ;</p><p>• L’assurance d’une veille permanente. La veille doit porter sur les menaces et aussi sur les failles logicielles et hardwares ;</p><p> </p><p>Contribuer à l'amélioration du service :</p><p> </p><p>• Identifier des enrichissements possibles (outillage, veille, processus) permettant d'améliorer la qualité du service et / ou son efficacité ;</p><p>• Étudier comment intégrer des référentiels (MITRE, ETSI) dans nos couvertures de détections.</p><ul><li><p>Maintenir à jour la documentation des bases de connaissances et celle des procédures de traitement</p></li></ul><p><strong>Analyste SOC</strong></p><p><u>2 à 3 ans d'expérience dans le cadre d'un SOC</u></p><p></p><p><strong>Compétences sur</strong></p><p><strong>SPLUNK ou Qradar</strong></p><p><strong>Technologies : préférence EDR et XDR (Sentinel1, Crowdstrike, Harfang, Sekoia, Palo Alto Cortex, Microsoft Sentinel et MDE)</strong></p><p><strong>Anglais, Français oral et écrit</strong></p><p><strong>Compétences sur</strong></p><p><strong>SPLUNK ou Qradar</strong></p><p><strong>Technologies : préférence EDR et XDR (Sentinel1, Crowdstrike, Harfang, Sekoia, Palo Alto Cortex, Microsoft Sentinel et MDE)</strong></p><p><strong>Anglais, Français oral et écrit</strong></p>","Marseille, Provence-Alpes-Côte d'Azur",100-480 €⁄j,https://www.free-work.com/fr/tech-it/analyste/job-mission/analyste-soc-toulouse,"
      Freelance
    "
"
      Expert SOC
    ","<p>Nous recherchons un Expert en Collecte, Analyse de Journaux et Détection pour rejoindre l’équipe SOC de notre client <br><br>Les missions principales sont les suivantes :<br><br>▪️ Contribuer à la définition et à la révision de la stratégie de collecte.<br>▪️ Participer à la définition de la politique de journalisation par type d’équipement.<br>▪️ Réaliser des études sur différentes sources d’évènements.<br>▪️ Apporter un soutien aux administrateurs d’infrastructure dans le déploiement des systèmes de détection.<br>▪️ Participer au développement et au maintien de mécanismes et de règles de corrélation d’évènements.<br>▪️ Gérer le cycle de vie des règles de détection.<br>▪️ Assurer l’amélioration continue des processus du service.</p><p>Profil recherché :<br><br>▪️ Expert en sécurité informatique avec plus de 12 ans d’expérience.<br>▪️ Au moins 3 ans d’expérience pertinente dans un environnement SOC.<br>▪️ Connaissances approfondies en analyse de journaux d’événements.<br>▪️ Maîtrise des outils de corrélation de journaux d’événements.<br>▪️Expérience avec les solutions SIEM, en particulier Logpoint.<br>▪️ Connaissance des vulnérabilités et des modes opératoires d’attaque.<br>▪️ Capacité à développer des règles de détection efficaces.</p><p>Sourcing et portage salariale.<br><br>Nous structurons et sécurisons la rencontre entre les entreprises et les travailleurs indépendants de talent.<br>Dans un monde où tout va plus vite, les modèles traditionnels de travail sont de moins en moins adaptés. C’est pourquoi nous voulons aider les entreprises à accéder facilement et rapidement à la communauté des freelances, dans un cadre sécurisé et avec des coûts maîtrisés.</p>","Île-de-France, France",400-600 €⁄j,https://www.free-work.com/fr/tech-it/expert/job-mission/expert-soc-8,"
      Freelance
    "
"
      Analyste SOC (Splunk/Qradar)
    ","<p>Notre client recherche un(e) Analyste SOC afin de renforcer les équipes du SOC. En ce sens, vous aurez pour missions : </p><p></p><ul><li><p>Détecter les alertes et incidents issus des outils de surveillance de la sécurité</p></li><li><p>Analyser, qualifier et réaliser les demandes de changement client</p></li><li><p>Analyser des logs et mener des investigations avancées (threat hunting)</p></li><li><p>Produire des rapports d'analyse sur la base des processus d'intervention établis avec le client</p></li><li><p>Contribuer à l'évolution / amélioration continue des mécanismes de détection des scenarios de détection de menace</p></li><li><p>Conduire une veille technologique et partager ses recherches et connaissances</p></li><li><p>Rendre compte de son activité et alerter si nécessaire votre responsable fonctionnel</p></li></ul><p>Process : 1 entretien Go - No Go</p><ul><li><p>Expérience d'au moins  2 ans au sein d'un SOC</p></li><li><p>Maitrise de Splunk et/ou du SIEM QRadar</p></li><li><p>Connaissance des technologies EDR et XDR (Sentinel1, Crowdstrike, Harfang, Sekoia, Palo Alto Cortex, Microsoft Sentinel et MDE)</p></li><li><p>Expérience dans le RUN et analyse de log issus du SIEM et traitement des menaces potentielles</p></li><li><p>Anglais opérationnel </p></li></ul><p>www.cherry-pick.io est une plateforme d’intermédiation Freelances/Grands Groupes. <br>Les +:<br>- Vivier illimité &amp; vérifié<br>- Profil Métier &amp; Tech <br>- Marge réduite &amp; au succès<br><br>Nous développons des communautés Freelance sur les sujets suivants: <br>- Conseil en Organisation et Management <br>- MOA &amp; Management de Transition<br>- Transformation Digitale<br>- IT &amp; Devops<br>- Data &amp; Innovation</p>","Paris, France",480-540 €⁄j,https://www.free-work.com/fr/tech-it/analyste/job-mission/analyste-soc-splunk-qradar,"
      Freelance
    "
"
      SOC Engineer (H/F)
    ","<p>Objectifs et résultats attendus</p><p>Renforcer les capacités d'investigation et de remédiation de l'équipe SOC en traitant les alertes et les rapports</p><p>Renforcer les capacités d'amélioration continue de l'équipe SOC en optimisant les contrôles existants, en construisant de nouveaux contrôles et en déployant éventuellement de nouveaux outils.</p><p>Faire des propositions concrètes pour améliorer le fonctionnement général de l'équipe.</p><p>Participer au dialogue avec les équipes informatiques centrales ainsi qu'avec les succursales éloignées.</p><p>Compétences spécifiques</p><p>Enquêter sur les activités suspectes et intervenir pour atténuer les incidents</p><p>Construire de nouveaux contrôles opérationnels pour détecter les activités suspectes</p><p>Automatisation/industrialisation, de l'écriture de scripts à la configuration ITSM/SIRP</p><p>Culture générale de la sécurité - comprendre l'intégration de la cybersécurité dans l'informatique générale et dans le marché.</p><p>ainsi qu'avec le marché</p><p>Bonne capacité de communication et de travail en équipe</p><p>Capacité à travailler dans un environnement international</p><p></p><p>Compétences requises</p><p>Remédiation des incidents Familiarité requise</p><p>SIEM (ELK, Splunk, ...) Familiarité requise</p><p>EDR (Carbon Black, Crowdstrike, ...) Familiarité requise</p><p>Scanner de vulnérabilité (Tenable, Rapid7, Qualys ...) Quelques connaissances requises</p><p>Proxy-CASB (Netskope, Zscaler ...) Quelques connaissances requises</p><p>DLP (Symantec, ...) Quelques connaissances souhaitées</p><p>SOAR (quelconque) Quelques connaissances souhaitées</p><p>Langues de travail</p><p>Anglais requis : Courant</p><p>Français exigé : Courant</p><p>Espagnol Tout niveau est apprécié</p><p>Contexte de la mission</p><p>Renforcer l'équipe du Centre d'opérations de sécurité (SOC) en lui donnant des compétences en matière d'investigation et de traitement des incidents, mais aussi une solide capacité à mettre en place de nouveaux contrôles et outils.</p><p>de traitement des incidents, mais aussi une solide capacité à mettre en place de nouveaux contrôles et outils, car l'équipe se concentre essentiellement sur l'amélioration de sa capacité de surveillance et d'intervention et sur l'extension de sa couverture à plusieurs pays.</p><p>améliorer sa capacité de surveillance et d'intervention, et étendre sa couverture à plusieurs pays. Le travail est normalement équilibré entre la gestion et la construction.</p>","Paris, France",530 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-data/job-mission/soc-engineer-h-f,"
      Freelance
    "
"
      IT Risk Manager
    ","<p><strong><u>Gestion des risques opérationnels et risques Cyber :</u></strong></p><p>·       Suivi des actions de remédiation concernant les risques opérationnels et les risques Cyber</p><p>·       Design des KRI (Key Risk Indicators) </p><p>·       Suivi mensuel des KRIs mis en place</p><p>·       Consolider un reporting sur le statut d’avancement des recommandations pour le management et pour les différentes instances de gouvernance </p><p>·       Préparation des dossiers pour le comité des risques (Resilience Committee)</p><p>·       Participation à l’exercice trimestriel de Risks and Controls Self Assessment (RCSA)</p><p>·       Assurer l’interface et la coordination permanente entre l’IT et le Risque opérationnel 2nde ligne/Risque Cyber 2nde ligne</p><p>·       Réaliser des Gap analysis des Risk policies suivant chaque mise à jour</p><p>·       Coordination  pour la clôture de toutes les actions de résilience impactant le profil de risque </p><p>·       Coordination pour toutes les actions de résilience communes </p><p>·       Suivi des Risk Assessments avant la mise en production des projets informatiques (hors Cloud)</p><p>·       Suivi des actions de résilience identifiées à la suite des incidents de production</p><p> </p><p><strong><u>Suivi des audits externes :</u></strong></p><p>·       Suivre et coordonner les audits externes (CACs, régulateurs)</p><p>·       Constituer le point d’entrée pour le département IT et assurer la coordination entre les auditeurs externes et l’IT pour la collecte des éléments,</p><p>·       Assurer un suivi et un reporting régulier au management sur l’avancement des livrables demandés par les auditeurs externes</p><p>·       Analyser les risques remontés par les CAC, travailler en collaboration avec les IT managers pour définir les plans de remédiation</p><p>·       Coordonner avec la Deuxième Ligne de Défense Risk (Ops et Cyber) les clôtures des actions de résilience issues des audits externes</p><p>·       Assurer et animer les weekly meetings </p><p> </p><p><strong><u>Suivi des demandes de la Conformité :</u></strong></p><p>·       Consolider les contributions de la DSI aux divers rapports réglementaires annuels (AMF, REGSCI, CCO reports)</p><p>·       Définir avec les IT managers les plans de remédiation des findings identifiés dans les rapports réglementaires</p><p>·       Suivre et coordonner avec les IT manager les réponses aux demandes des équipes Compliance</p><p>·       Suivre et coordonner avec les IT manager les plans de remédiation</p><p>·       Coordonner avec la Deuxième Ligne de Défense Risk (Ops et Cyber) et la Deuxième Ligne de Défense Compliance la clôtures des actions de compliance</p><p>·       Assurer et animer les weekly meetings avec les équipes Compliance</p><p></p><p><strong><u>Gestion des Audit internes :</u></strong></p><p>·       Suivi des actions de remédiation des findings identifiés par les auditeurs internes</p><p>·       Assurer les weekly meetings pour le suivi des actions d’audit</p><p>·       Définir avec les IT manager les plans de remédiation et en assurer le suivi</p><p>·       Coordination de la clôture de toutes les actions d’audit interne impactant le profil de risque </p><p>·       Coordination pour la clôture de toutes les actions d’audit communes </p><p>·       Reporting pour les différents comités Risk </p><p> </p><p></p><p><strong><u>PROFIL/EXPERIENCE</u></strong></p><p><strong><u> </u></strong>-        <strong>10 ans d’expérience professionnelle, avec une expérience significative en IT et en Risque opérationnel IT</strong></p><p>-        Qualités requises : capacités d’analyse et de synthèse, autonomie, rigueur, proactivité, bonne organisation personnelle, excellentes qualités relationnelles, excellentes qualités rédactionnelles en anglais, capacité à traiter des problématiques transverses et variées.</p><p>-        <strong>Maîtrise de l’anglais courant indispensable</strong> : les échanges professionnels et la documentation sont en anglais (langue de travail) et une partie des interlocuteurs sont anglophones.</p><p><strong>Très bonne maîtrise de Excel est essentielle</strong>.</p><p>Prium Partners est un cabinet de conseil en organisation, en management et en systèmes d’information dédié au secteur bancaire et financier. Prium Partners assiste et accompagne ses clients dans leur développement et la réalisation de leurs choix</p>","Paris, France",100-750 €⁄j,https://www.free-work.com/fr/tech-it/application-manager/job-mission/it-risk-manager-7,"
      Freelance
    "
"
      BA / Chef de projet Cybersécurité
    ","<p>Cette mission a pour objectif de renforcer l’équipe afin de contribuer à des projets, et assurer le maintien en conditions opérationnelles du patrimoine applicatif des périmètres Cyber Sécurité et Juridique.</p><p>Dans ce contexte, nous cherchons un Business Analyst capable d’intervenir en appui au pilotage pour :</p><p>• Accompagner les métiers sur les problématiques d’outils applicatifs</p><p>• Répondre à leurs sollicitations sur le périmètre applicatif défini</p><p>• Analyser et suivre les incidents fonctionnels remontés par les métiers</p><p>• Réaliser la maintenance corrective et évolutive nécessaire au bon fonctionnement des applications</p><p>• Prendre en charge l’analyse des besoins projets</p><p>• Coordonner les travaux les d’implémentation de solution et développement des interfaces</p><p>• Évaluer les risques et les problèmes potentiels liés à l'intégration et proposer des solutions appropriées</p><p>• Contribuer aux instances projets en fonction des besoins</p><p>• Participer aux recettes informatiques</p><p>• Participer à la mise à jour de la documentation technique</p><p>• Contribuer à coordonner les actions entre les différents acteurs (Editeurs, autres équipes solutions, métiers…)</p><p>Business Analyst confirmé ou senior (5 ans minimum) ayant de l’expérience sur des mission de RUN applicatif et gestion opérationnel de projets</p><p>Connaissance des métiers de la Cyber Sécurité souhaité et du Juridique appréciées</p><p>Qualités requises :</p><p>autonomie, polyvalence, capacité d’adaptation, curieux, méthode, rigueur et sens de la communication (écrite et orale)</p><p>Les indispensables sont :</p><p>- Bonne culture de la cybersécurité (problématique métier de cybersécurité)</p><p>- Connaissance des outils de gestion de vulnérabilité</p><p>- 5 ans d’expérience minimum</p><p>- Avoir de l'expérience sur l'implémentation et maintenance de solutions SaaS</p><p>Cette mission a pour objectif de renforcer l’équipe afin de contribuer à des projets, et assurer le maintien en conditions opérationnelles du patrimoine applicatif des périmètres Cyber Sécurité et Juridique.</p><p>Dans ce contexte, nous cherchons un Business Analyst capable d’intervenir en appui au pilotage pour :</p><p>• Accompagner les métiers sur les problématiques d’outils applicatifs</p><p>• Répondre à leurs sollicitations sur le périmètre applicatif défini</p><p>• Analyser et suivre les incidents fonctionnels remontés par les métiers</p><p>• Réaliser la maintenance corrective et évolutive nécessaire au bon fonctionnement des applications</p><p>• Prendre en charge l’analyse des besoins projets</p><p>• Coordonner les travaux les d’implémentation de solution et développement des interfaces</p><p>• Évaluer les risques et les problèmes potentiels liés à l'intégration et proposer des solutions appropriées</p><p>• Contribuer aux instances projets en fonction des besoins</p><p>• Participer aux recettes informatiques</p><p>• Participer à la mise à jour de la documentation technique</p><p>• Contribuer à coordonner les actions entre les différents acteurs (Editeurs, autres équipes solutions, métiers…)</p><p>Business Analyst confirmé ou senior (5 ans minimum) ayant de l’expérience sur des mission de RUN applicatif et gestion opérationnel de projets</p><p>Connaissance des métiers de la Cyber Sécurité souhaité et du Juridique appréciées</p><p>Qualités requises :</p><p>autonomie, polyvalence, capacité d’adaptation, curieux, méthode, rigueur et sens de la communication (écrite et orale)</p><p>Les indispensables sont :</p><p>- Bonne culture de la cybersécurité (problématique métier de cybersécurité)</p><p>- Connaissance des outils de gestion de vulnérabilité</p><p>- 5 ans d’expérience minimum</p><p>- Avoir de l'expérience sur l'implémentation et maintenance de solutions SaaS</p><p>Cette mission a pour objectif de renforcer l’équipe afin de contribuer à des projets, et assurer le maintien en conditions opérationnelles du patrimoine applicatif des périmètres Cyber Sécurité et Juridique.</p><p>Dans ce contexte, nous cherchons un Business Analyst capable d’intervenir en appui au pilotage pour :</p><p>• Accompagner les métiers sur les problématiques d’outils applicatifs</p><p>• Répondre à leurs sollicitations sur le périmètre applicatif défini</p><p>• Analyser et suivre les incidents fonctionnels remontés par les métiers</p><p>• Réaliser la maintenance corrective et évolutive nécessaire au bon fonctionnement des applications</p><p>• Prendre en charge l’analyse des besoins projets</p><p>• Coordonner les travaux les d’implémentation de solution et développement des interfaces</p><p>• Évaluer les risques et les problèmes potentiels liés à l'intégration et proposer des solutions appropriées</p><p>• Contribuer aux instances projets en fonction des besoins</p><p>• Participer aux recettes informatiques</p><p>• Participer à la mise à jour de la documentation technique</p><p>• Contribuer à coordonner les actions entre les différents acteurs (Editeurs, autres équipes solutions, métiers…)</p><p>Business Analyst confirmé ou senior (5 ans minimum) ayant de l’expérience sur des mission de RUN applicatif et gestion opérationnel de projets</p><p>Connaissance des métiers de la Cyber Sécurité souhaité et du Juridique appréciées</p><p>Qualités requises :</p><p>autonomie, polyvalence, capacité d’adaptation, curieux, méthode, rigueur et sens de la communication (écrite et orale)</p><p>Les indispensables sont :</p><p>- Bonne culture de la cybersécurité (problématique métier de cybersécurité)</p><p>- Connaissance des outils de gestion de vulnérabilité</p><p>- 5 ans d’expérience minimum</p><p>- Avoir de l'expérience sur l'implémentation et maintenance de solutions SaaS</p>","Île-de-France, France",100-500 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ba-chef-de-projet-cybersecurite,"
      Freelance
    "
"
      Expert SOC
    ","<p><strong>Vos Principales Missions</strong></p><ul><li><p>Participer à la stratégie SOC/CSIRT en lien avec la stratégie de l'entreprise et en tenant compte du cadre légal et réglementaire</p></li><li><p>Contribuer à l'amélioration continue du processus de gestion d'incident afin de garantir son adéquation avec les engagements (SLA,KPI...),</p></li><li><p>Contribuer au suivi du reporting et des dashboards ainsi qu'au maintien à jour de la documentation et des procédures,</p></li><li><p>Contribuer au développement et à l'amélioration continue de la détection (stratégie de collecte et détection),  </p></li><li><p>Accompagner, de par son expertise, le traitement des incidents porté par les équipes d'investigation L1/L2,</p></li><li><p>Contribuer aux évolutions technologiques et fonctionnelles des différentes fonction du SOC,</p></li><li><p>Contribuer aux investigations et actions de remédiation/réponse des incidents sécurité majeure, </p></li><li><p>Contribuer à la veille permanente sur les menaces, vulnérabilités et méthodologies d'attaque,</p></li><li><p>Contribuer au développement de nouveaux services pour le SOC/CSIRT,</p></li><li><p>Participer aux activités de Threat Hunting et/ou recherche active de compromissions.</p></li></ul><ul><li><p>De formation supérieure en informatique, vous justifiez d’une expérience significative (minimum 7 ans) sur un poste axé sur la sécurité du SI, sur un périmètre international et en environnement cloud,</p></li><li><p>Sécurité des SI (sécurité des applications et des infrastructures Cloud, sécurité des architectures et équipements de sécurité),</p></li><li><p>Connaissance et pratique de l'outillage d'un SOC (SIEM / EDR / SIRP / SOAR),</p></li><li><p>Gestion de crise et réponse à incident,</p></li><li><p>Techniques d'attaques et d'intrusions / vulnérabilités des environnements,</p></li><li><p>Maîtrise des langages de développement (pratique du scripting orienté aux besoins d'un SOC analyst),</p></li><li><p>Maîtrise des systèmes (windows, linux), protocoles réseaux et environnement Cloud,  </p></li><li><p>Maîtrise du cycle de développement de règles de détection,</p></li><li><p>Un environnement de travail à haute criticité stratégique vous stimule,</p></li><li><p>Vous êtes rodé.e à travailler dans des environnements matriciels et être  sur votre périmètre,</p></li><li><p>Vous maîtrisez l’Anglais, à l’oral comme à l’écrit.</p></li></ul><p><strong>Votre environnement</strong></p><p>Le client accélère sa transformation digitale avec pour ambition de devenir LA plateforme numérique du sportif qui permettra aux utilisateurs d'accéder à tout l'univers du sport en un clic (matériel, installations, cours….).</p><p>L'équipe Sécurité assure la protection et la sécurisation de l’ensemble du groupe : elle pilote la stratégie de gouvernance et les processus de gestion du risque, s’assure de la conformité de nos systèmes d’informations, définit les moyens techniques nécessaires à la détection et à la réponse aux incidents, ainsi que les moyens de contrôle associés. </p><p><strong>La Sécurité de l’Information a toujours été un axe phare du client. Cet axe est de nouveau renforcé pour accompagner notre transformation digitale à ce titre, nous recherchons un.e expert.e SOC</strong></p>","Paris, France",450-550 €⁄j,https://www.free-work.com/fr/tech-it/expert/job-mission/expert-soc-9,"
      Freelance
    "
"
      Consultant Sécurité remediation DORA
    ","<p><strong>CONTEXTE</strong></p><p>L'équipe AWM TRM supervise la seconde ligne de défense vis à vis des risques Cyber et IT, pour le pôle AWM TR</p><p>Ce pôle regroupe des boutiques d'asset management, de banque privée et de gestion d'épargne salariale, réparties principalement entre la France et les Etats-Unis.</p><p>Le pôle a mené un gap analysis des affiliés européens vis à vis de la réglementation DORA. Un plan de remédiation détaillé a été défini pour chaque affilié.</p><p>MISSIONS</p><p>Le consultant implémente des plans de remédiations ainsi définis.</p><p> </p><p><strong>Expertises spécifiques :</strong></p><p>Management des risques cyber</p><p>Une certification serait un plus (CISSP, CISM, ISO27001, ISO27005)</p><p>                                           </p>","Paris, France",100-600 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/consultant-securite-remediation-dora,"
      Freelance
    "
